"letter","xbox","ybox","width","height","onpix","xbar","ybar","x2bar","y2bar","xybar","x2ybar","xy2bar","xedge","xedgey","yedge","yedgex","RowID"
"D",4,10,6,8,10,9,8,5,5,7,6,6,5,6,7,6,5505
"A",6,9,8,8,8,8,7,3,5,7,8,8,6,8,4,5,290
"X",1,1,2,1,0,8,7,3,4,7,6,8,2,8,4,8,14522
"W",6,9,6,7,7,4,9,2,3,9,8,8,7,11,2,7,877
"L",4,8,5,6,3,7,3,2,8,7,2,8,1,6,2,7,19856
"N",5,10,6,7,4,6,8,6,5,7,7,9,6,8,2,6,15353
"N",4,8,5,6,2,7,7,14,2,4,6,8,6,8,0,8,8053
"Y",6,9,6,4,3,7,7,4,4,9,8,6,4,10,4,4,2178
"S",5,5,6,7,3,8,8,6,9,5,6,7,0,8,9,7,7412
"F",6,9,8,7,4,6,12,6,6,13,7,3,2,9,2,5,113
"X",5,8,8,6,4,6,8,1,8,10,9,9,3,8,3,7,8354
"X",3,4,4,3,2,7,7,3,9,6,6,8,3,8,6,8,6246
"Y",7,13,6,7,4,8,7,4,6,9,6,5,3,9,5,5,18020
"Z",4,8,6,6,3,7,8,2,10,12,6,8,1,9,6,8,7926
"E",6,9,8,7,8,8,10,6,3,6,6,9,5,7,7,9,18840
"G",4,5,5,3,3,7,6,6,7,7,6,10,2,9,3,8,17915
"O",2,3,3,2,1,8,7,6,4,9,6,8,2,8,2,8,9709
"D",1,0,1,1,0,5,7,7,5,6,6,6,2,8,2,8,17319
"G",4,4,5,6,2,7,6,7,8,6,6,9,2,8,6,11,12201
"H",6,6,6,8,3,7,8,15,0,7,5,8,3,8,0,8,9760
"X",5,11,8,8,5,11,7,1,8,10,2,6,4,9,4,11,12403
"M",7,9,10,7,6,5,6,4,5,11,10,11,11,5,4,8,318
"D",3,2,4,3,3,7,7,7,7,7,6,5,2,8,3,7,5575
"U",3,7,5,5,4,7,8,8,5,5,6,11,3,8,5,6,5747
"E",1,3,2,1,1,5,8,2,7,10,8,9,1,8,3,7,16363
"X",5,10,7,8,5,8,7,3,9,5,6,NA,5,7,9,8,3982
"J",2,7,3,5,2,8,7,2,5,11,5,8,3,8,2,6,798
"A",2,2,4,3,2,8,3,2,3,8,1,8,2,6,2,7,16310
"Q",5,12,5,7,4,11,4,4,6,12,3,9,3,8,7,12,16045
"S",4,8,5,6,2,8,7,5,8,5,6,8,0,8,9,8,15179
"K",5,7,7,5,4,3,9,3,6,10,11,11,3,8,3,6,12547
"H",3,6,4,4,3,7,6,12,1,7,7,8,3,8,0,8,4371
"H",3,6,4,4,5,7,8,4,2,7,6,7,7,9,7,8,13122
"B",4,8,6,6,5,9,7,4,6,10,5,6,2,8,6,10,8824
"L",3,5,4,4,2,4,4,4,8,2,1,6,0,7,1,6,2486
"P",5,9,6,6,6,7,9,4,6,8,7,4,5,10,4,7,19595
"D",4,8,5,6,4,8,7,6,7,10,4,5,3,8,3,8,14893
"J",0,0,1,0,0,12,4,6,3,12,4,11,0,7,0,8,16932
"X",2,3,3,2,1,7,7,3,9,6,6,8,2,8,5,7,8945
"M",8,9,11,6,9,8,6,2,5,9,7,8,8,6,2,8,5655
"M",7,7,10,6,11,9,7,5,5,7,6,7,11,9,7,3,11075
"X",2,2,3,3,2,8,7,3,8,6,6,7,2,8,NA,7,2971
"K",6,8,9,6,5,7,5,2,8,10,4,10,5,5,5,9,16470
"M",7,10,10,8,7,5,6,3,5,9,9,9,8,5,2,8,10365
"N",2,4,4,3,2,6,9,2,4,10,7,7,5,8,1,8,524
"Q",2,4,3,4,3,8,8,6,3,8,6,9,2,9,4,9,11171
"H",3,2,4,4,3,7,7,5,6,7,6,8,6,8,4,8,1868
"H",9,15,9,8,7,4,10,3,5,10,8,10,5,8,4,6,18133
"B",6,11,9,8,9,8,8,4,6,10,5,6,5,6,7,10,12624
"Y",1,0,2,0,0,7,10,3,1,7,12,8,1,11,0,8,19815
"L",2,6,4,4,2,6,4,1,9,8,2,11,0,7,2,8,17503
"S",4,9,5,6,4,7,8,7,7,8,4,7,2,7,9,8,55
"A",3,11,5,8,2,9,6,3,1,8,0,8,2,7,2,8,8224
"B",3,7,5,5,3,9,7,4,6,10,5,6,2,8,6,9,1253
"R",7,9,6,4,3,8,7,5,5,9,4,9,6,5,6,11,12656
"N",4,5,NA,8,3,7,7,14,2,4,6,8,6,8,0,8,19495
"H",3,4,6,3,3,8,8,3,6,10,6,7,3,8,3,8,5409
"Y",2,7,4,5,2,7,10,1,6,6,11,8,1,11,1,8,7652
"F",1,3,3,2,1,5,11,3,4,12,7,5,1,9,1,7,3811
"E",5,10,3,5,2,6,8,5,7,10,6,10,1,9,7,9,11029
"V",3,8,5,6,3,6,11,2,4,8,11,8,2,10,1,9,11654
"B",4,7,6,5,4,9,7,3,7,10,4,7,2,8,5,11,18331
"C",6,8,7,6,4,5,8,6,7,12,8,10,3,12,3,6,10222
"I",1,3,2,2,0,7,7,1,7,13,6,8,0,8,1,8,10799
"M",1,0,2,0,0,7,6,9,0,7,8,8,5,6,0,8,2669
"N",5,10,6,7,5,9,8,6,5,6,5,4,6,10,3,5,6513
"O",4,10,6,8,4,7,6,9,5,7,4,8,3,8,3,8,13312
"Z",4,9,5,7,2,7,7,4,15,9,6,8,0,8,8,8,10709
"I",1,10,0,7,0,7,7,4,4,7,6,8,0,8,0,8,9467
"O",2,1,3,2,1,7,7,7,6,7,6,8,2,8,3,8,9373
"A",3,7,5,5,3,8,2,2,2,7,2,7,2,6,3,6,6760
"Z",2,4,4,3,2,7,8,2,9,11,6,8,1,8,5,7,15624
"A",4,9,6,6,2,7,6,3,1,7,0,8,3,7,2,8,17094
"M",5,10,6,8,4,7,7,12,2,8,9,8,8,6,0,8,2551
"M",4,6,5,4,2,8,7,12,1,6,9,8,8,6,0,8,11439
"B",1,0,1,0,0,7,7,6,4,7,NA,7,1,8,5,9,12668
"C",4,8,5,6,6,6,7,4,4,6,7,10,6,10,4,8,9358
"P",6,9,8,7,7,6,7,7,5,8,7,8,3,9,7,9,19124
"J",2,4,2,6,1,11,3,10,3,13,7,13,1,6,0,8,14944
"W",4,2,6,3,3,7,11,3,2,7,9,8,8,10,1,8,14516
"G",1,0,2,0,1,8,6,5,5,6,5,9,1,8,5,10,1160
"V",4,7,6,5,6,7,7,4,2,8,7,8,7,10,5,7,15777
"L",1,3,2,2,1,5,4,4,6,3,3,5,1,7,1,6,16096
"Z",3,8,4,6,2,7,7,4,13,9,6,8,0,8,8,8,15482
"P",3,7,5,11,9,9,8,4,1,8,6,7,7,9,5,6,2315
"G",4,5,5,8,NA,7,6,8,9,6,5,11,1,8,6,11,18737
"C",2,4,3,2,1,5,9,4,7,11,9,11,1,9,2,7,12933
"M",5,9,7,4,4,6,4,3,NA,8,4,10,7,3,1,8,13337
"A",2,8,4,6,2,8,4,3,2,7,1,8,3,7,2,8,6959
"T",5,6,6,5,6,7,9,5,8,7,7,8,3,10,7,7,6356
"E",4,6,6,4,3,6,8,2,9,11,8,9,2,8,4,7,12352
"P",4,9,5,6,2,4,14,8,1,11,6,3,1,10,4,8,10378
"P",5,7,7,5,4,6,11,7,2,11,5,3,1,10,3,8,11886
"S",3,9,4,6,2,8,9,6,10,5,5,5,0,7,9,7,15206
"B",7,11,9,8,7,10,6,4,7,10,4,7,3,8,6,11,9438
"D",2,1,3,1,2,6,7,6,6,7,6,5,2,8,2,7,6375
"W",2,3,3,1,2,5,10,4,2,9,8,7,5,11,1,6,18446
"X",3,4,4,3,2,7,7,3,9,6,NA,9,2,8,5,8,13469
"R",5,7,7,NA,4,9,7,4,6,10,3,7,4,5,5,10,7070
"K",6,7,8,5,4,6,7,2,7,10,6,10,4,7,4,8,7516
"K",5,7,8,5,4,7,6,2,7,10,5,10,4,7,5,9,17931
"E",4,8,6,6,4,7,7,3,8,11,7,9,3,8,5,8,17900
"P",5,7,6,9,8,7,8,4,3,7,7,7,7,12,6,7,19326
"T",6,9,6,6,5,6,11,4,6,11,9,5,3,12,2,4,4644
"F",1,3,3,2,1,7,9,2,4,13,6,6,1,9,1,8,3155
"J",0,0,1,0,0,12,4,5,3,12,4,10,0,7,0,8,5668
"X",3,7,4,4,1,7,7,4,4,7,6,8,3,8,4,8,18530
"R",5,8,8,6,6,10,7,3,6,10,2,7,5,7,5,10,18439
"D",5,9,7,6,6,8,7,5,6,10,6,5,3,8,4,9,17916
"Y",1,1,2,1,0,8,9,2,2,7,12,8,1,10,0,8,7382
"L",2,1,3,2,1,4,3,5,6,2,3,4,1,7,0,6,5352
"M",2,6,3,4,2,7,6,11,1,7,9,8,7,5,0,8,8473
"U",6,10,6,8,3,8,4,15,6,7,15,8,3,9,0,8,14577
"D",2,1,2,1,1,5,7,8,7,6,6,6,2,8,3,8,549
"G",6,11,5,6,4,8,5,4,3,9,6,9,4,9,8,8,3039
"E",5,5,5,8,3,3,8,6,12,7,6,15,0,8,7,6,18372
"O",3,6,4,4,3,8,8,7,4,7,7,8,3,8,2,8,19895
"T",4,6,NA,4,2,6,12,3,7,12,9,4,2,11,2,4,15147
"C",3,8,5,6,3,5,7,6,8,8,5,11,1,9,4,9,6197
"P",4,9,6,6,4,5,10,6,5,10,8,3,1,10,4,6,1728
"L",2,0,2,1,0,2,1,6,5,0,2,4,0,8,0,8,17403
"M",7,9,10,6,8,5,7,3,5,9,9,9,10,6,3,8,13349
"L",3,7,4,5,1,0,0,6,6,0,1,5,0,8,0,8,8413
"Z",6,11,8,8,5,6,9,3,11,11,9,6,2,8,6,5,16261
"J",7,13,6,10,4,8,9,2,3,12,5,5,2,9,8,9,12621
"U",4,9,4,6,4,7,5,13,5,7,10,8,3,9,0,8,368
"L",2,7,3,5,1,0,1,4,5,1,1,7,0,8,0,8,7322
"U",6,7,7,5,3,4,10,6,7,12,11,8,3,9,2,7,2130
"T",3,10,5,8,5,7,11,4,5,7,11,8,3,12,1,8,1153
"H",2,6,3,4,2,7,6,12,2,7,8,8,3,9,0,8,8508
"H",2,4,4,2,2,7,7,3,5,10,6,8,3,8,2,7,17842
"G",4,7,6,5,6,7,7,6,2,7,6,11,4,9,7,9,NA
"J",1,2,2,3,1,10,6,1,7,12,3,8,0,7,1,8,8399
"Y",3,9,5,6,1,6,12,2,3,9,12,8,1,10,0,8,2740
"S",1,0,2,1,1,8,7,4,7,5,6,7,0,8,7,8,12167
"Y",5,11,7,8,1,8,11,2,2,7,13,8,1,11,0,8,6996
"O",3,6,4,4,2,7,7,7,4,9,6,8,3,8,3,8,9234
"H",3,5,5,4,3,9,6,3,6,10,4,8,3,8,3,9,2508
"X",3,4,5,3,2,8,7,4,9,6,6,9,4,7,7,9,12562
"B",3,6,4,4,4,8,7,5,6,7,6,6,2,8,6,9,1590
"Y",7,9,5,13,4,5,11,2,4,11,10,6,4,11,6,7,1435
"G",4,7,6,5,7,8,6,4,2,7,6,9,6,8,7,13,10494
"L",6,11,7,8,7,6,6,9,5,6,6,8,3,7,5,12,12199
"C",3,7,4,5,2,5,8,6,7,6,8,13,1,8,4,10,254
"M",5,6,8,4,4,9,6,3,5,9,5,7,8,6,2,8,3010
"C",3,5,4,3,1,4,9,5,7,12,10,11,1,9,2,7,8102
"E",3,7,4,5,2,3,8,6,11,7,6,15,0,8,7,7,16456
"Q",5,10,5,6,3,9,6,4,7,11,4,8,3,8,8,11,NA
"T",2,4,3,5,1,7,14,0,6,7,11,8,0,8,0,8,5320
"J",2,5,3,4,1,11,6,2,6,11,3,8,1,6,1,7,4234
"U",4,6,5,4,2,4,9,5,6,12,11,9,3,9,1,7,18561
"F",4,7,4,5,1,1,14,5,3,12,9,5,0,8,2,6,6267
"G",2,3,3,2,2,7,7,5,5,6,6,9,2,9,4,9,18556
"T",2,8,3,5,1,8,13,0,6,6,10,8,0,8,0,8,1
"Q",4,10,6,8,6,8,6,7,4,5,7,11,6,7,8,8,10700
"G",3,8,5,6,2,7,5,7,8,6,5,10,1,8,6,11,12546
"M",5,9,5,6,6,8,5,11,0,6,8,8,8,6,1,6,17141
"T",1,0,2,NA,0,7,15,2,4,7,10,8,0,8,0,8,19462
"W",6,6,6,4,4,3,11,2,3,10,10,8,7,11,2,6,8908
"E",3,7,4,5,3,7,7,6,8,7,6,9,3,8,6,8,4165
"Z",2,5,3,4,2,7,8,5,9,6,6,9,2,9,7,8,15076
"J",2,11,3,8,2,13,3,6,4,13,2,10,0,7,0,8,7119
"H",7,11,9,8,6,7,7,6,7,7,6,6,6,8,4,7,17247
"O",5,6,7,5,5,6,6,6,5,7,5,6,3,6,5,6,7816
"H",4,7,5,5,4,6,6,6,4,6,5,8,2,7,6,9,17668
"E",7,11,10,8,8,7,7,2,8,11,7,9,3,8,5,8,14093
"A",8,14,8,8,6,9,4,5,4,10,6,12,9,2,7,11,2284
"D",3,8,4,6,2,5,7,10,8,7,7,5,3,8,4,8,260
"N",4,9,4,6,2,7,7,14,2,5,6,8,6,8,0,8,9630
"A",2,4,4,3,2,8,2,2,2,7,2,8,2,6,2,7,4711
"P",7,14,7,8,5,8,9,4,4,12,5,4,4,11,6,6,2980
"E",1,3,3,2,1,6,7,2,7,11,7,9,1,8,4,9,17641
"M",5,7,7,6,7,5,8,5,3,6,5,8,9,7,5,7,10335
"E",4,7,5,5,4,9,6,2,6,11,5,8,3,8,4,11,9512
"T",5,8,7,7,7,7,9,4,8,7,7,8,3,10,8,6,19995
"Q",1,2,2,3,2,8,7,6,2,6,6,9,2,9,3,10,4463
"P",9,10,7,5,3,6,11,6,2,11,5,5,4,10,4,8,256
"W",5,4,6,3,3,4,11,3,2,9,9,7,7,11,1,6,13044
"Z",1,0,1,1,0,7,7,2,10,8,6,8,0,8,6,8,14841
"T",2,3,3,2,1,7,12,2,7,7,11,8,1,11,1,8,3541
"T",3,4,3,3,2,5,11,2,7,11,9,5,1,11,2,5,8276
"N",4,9,6,7,4,7,8,6,5,7,6,6,6,9,2,5,13640
"O",3,7,4,5,2,8,6,9,6,7,5,8,3,8,4,8,9629
"W",4,5,7,4,4,7,11,2,2,6,9,8,7,11,0,8,18276
"C",4,9,6,7,6,6,6,3,4,8,7,11,6,9,3,9,18480
"P",4,NA,5,8,3,3,13,8,2,11,6,3,1,10,4,8,NA
"Q",4,5,5,7,3,9,8,8,6,5,8,10,3,8,5,9,17168
"F",7,11,6,6,3,7,8,2,8,11,6,6,2,10,5,6,11889
"C",4,7,4,5,3,5,8,5,6,11,9,13,2,9,3,7,4011
"N",3,7,4,5,2,7,7,14,2,5,6,8,5,8,0,8,19784
"Y",6,8,6,6,3,4,10,2,8,9,10,5,2,12,4,3,19781
"J",1,1,1,1,0,12,4,6,4,13,4,10,0,7,0,8,19831
"V",2,2,4,4,1,8,9,4,2,7,13,8,3,10,0,8,18437
"Y",7,8,6,11,5,7,6,5,5,6,11,6,4,11,3,7,4876
"P",4,9,6,7,5,7,7,7,4,8,6,8,3,9,7,9,6186
"G",4,9,5,7,3,8,8,8,8,6,7,8,2,7,6,11,18353
"Z",4,9,6,7,4,9,5,2,9,11,4,10,1,8,6,10,16927
"X",3,9,4,6,1,7,7,4,4,7,6,8,3,8,4,8,12085
"E",3,7,4,5,3,6,7,6,8,7,7,10,2,8,6,9,13401
"K",7,9,10,8,10,9,7,3,4,9,2,8,8,4,8,12,2203
"Z",NA,2,3,3,2,7,7,5,9,6,6,8,2,8,7,8,9713
"G",2,2,3,4,2,7,NA,6,5,6,6,9,2,9,4,9,18253
"E",4,9,6,6,6,7,7,6,3,7,6,11,4,8,8,9,2739
"P",4,7,6,5,3,7,12,4,5,14,5,1,0,10,3,8,2155
"W",8,9,8,4,3,7,10,3,2,7,10,7,9,12,1,6,18741
"Y",9,11,9,8,4,5,9,1,10,10,10,4,2,13,5,3,6328
"D",1,3,3,2,2,8,7,4,5,9,4,6,2,8,2,8,3673
"D",3,5,5,3,3,10,6,3,6,10,3,6,2,8,2,8,14909
"M",4,2,6,3,4,8,6,6,5,6,7,8,8,7,3,6,1787
"L",3,7,4,5,1,0,0,6,6,0,1,5,0,8,0,8,9506
"N",6,7,8,6,8,8,8,5,5,8,5,6,6,9,7,3,19590
"N",4,6,5,4,3,11,7,NA,5,10,1,4,5,9,1,7,19378
"J",1,0,1,1,0,12,3,6,3,13,5,11,0,7,0,8,6980
"U",7,9,7,7,5,3,8,5,7,10,9,9,3,9,2,6,2519
"Q",5,9,7,7,6,8,3,8,4,6,6,7,3,8,3,8,17788
"F",5,10,8,8,8,10,6,2,5,9,5,6,5,9,4,7,17294
"A",2,1,3,1,1,7,4,2,0,7,2,8,2,7,1,7,13926
"I",0,0,0,0,0,7,7,4,4,7,6,8,0,8,0,8,7467
"B",5,9,8,6,5,9,8,4,7,9,4,5,3,7,7,10,8725
"S",4,6,5,4,3,9,7,4,8,11,5,8,2,8,5,9,11998
"Q",3,6,4,6,2,7,7,7,5,6,7,8,3,7,5,9,14846
"V",10,14,9,8,5,9,7,4,5,6,8,6,7,12,3,8,10885
"G",7,14,5,8,4,8,6,4,3,9,5,9,4,9,8,8,15594
"F",3,5,4,4,2,5,10,4,NA,10,9,6,1,10,4,6,14105
"E",4,9,6,7,4,5,8,3,9,10,8,10,2,8,4,6,15005
"D",4,7,6,5,4,8,7,6,7,10,5,5,3,8,3,8,17786
"A",3,7,6,5,4,5,5,3,3,3,2,6,4,6,4,4,7181
"B",5,9,7,7,10,9,8,4,4,6,8,6,6,11,8,7,34
"H",4,8,5,6,4,7,8,8,4,7,5,6,3,6,7,9,13906
"F",3,5,5,4,2,5,10,2,6,13,7,5,1,9,2,7,15196
"O",5,11,5,8,5,8,7,8,NA,9,6,6,4,9,4,8,4077
"C",2,4,3,3,1,4,8,4,6,11,9,12,1,9,2,8,7067
"W",6,11,9,8,4,11,7,5,2,6,9,8,9,9,0,8,6323
"G",4,8,6,6,4,6,6,6,6,7,5,11,3,10,4,9,19772
"H",3,5,5,4,3,7,7,3,6,10,6,8,3,8,3,8,11576
"Z",2,5,4,4,2,7,8,2,10,11,6,8,1,8,6,7,408
"B",8,12,6,6,4,9,6,5,6,11,4,9,NA,7,7,10,11076
"Y",1,3,3,2,1,7,10,1,6,7,11,8,1,11,1,8,11317
"J",3,8,5,6,2,10,6,2,7,14,4,8,0,7,0,8,10934
"N",3,6,4,4,3,6,7,8,5,7,5,7,3,7,3,8,313
"R",4,9,5,7,4,6,8,5,6,6,5,9,3,6,6,9,6050
"K",2,3,3,2,2,5,7,4,7,7,6,11,3,8,4,10,8472
"M",5,9,5,6,6,7,5,11,0,7,8,8,7,5,1,9,5089
"T",2,7,4,4,1,8,14,1,6,6,11,8,0,8,NA,8,12956
"X",4,5,6,3,3,7,7,1,9,10,6,8,2,8,3,7,15349
"Z",3,7,5,5,4,8,8,3,7,7,6,8,1,8,10,9,11925
"P",4,8,6,6,4,8,8,2,5,13,5,5,1,10,3,9,6286
"G",3,6,4,4,4,7,8,5,3,6,6,9,3,7,6,8,18776
"S",2,3,2,1,1,8,7,6,4,8,6,8,2,8,8,8,5919
"S",1,0,1,0,0,8,7,3,5,5,6,7,0,8,6,8,5500
"E",3,8,3,6,2,3,7,6,10,7,6,14,0,8,7,8,13207
"H",4,7,6,5,4,8,8,3,6,10,5,7,3,8,3,7,3694
"I",0,3,0,2,0,9,7,2,6,7,6,7,0,8,1,7,1321
"S",4,4,5,6,3,7,6,5,9,5,6,8,0,9,9,8,2965
"A",5,13,5,7,4,11,2,4,2,11,4,11,5,3,4,10,11245
"H",2,1,3,2,2,7,7,6,6,7,6,9,3,9,3,8,12507
"N",4,5,6,3,2,7,8,2,5,10,6,6,5,8,1,7,15372
"Z",9,10,7,14,6,8,7,4,2,12,6,8,3,9,13,6,13840
"B",7,10,9,8,8,8,7,5,6,10,6,6,3,9,7,10,7905
"K",3,4,4,3,3,6,7,4,8,7,6,11,3,8,5,10,5830
"Y",2,2,4,4,2,6,10,1,7,8,11,8,1,11,2,7,16798
"F",5,7,6,8,7,7,9,4,4,7,6,7,4,9,9,8,4489
"B",4,8,6,6,4,8,8,4,7,10,5,6,2,8,6,10,5561
"U",5,9,7,6,4,6,8,6,7,7,10,10,3,9,1,8,7953
"H",5,5,6,7,3,7,6,15,0,7,7,8,3,8,0,8,5298
"L",4,8,5,6,3,6,4,3,7,6,1,8,1,6,3,7,6511
"V",8,10,8,7,3,3,11,5,5,12,12,7,3,10,1,8,19155
"Y",5,10,7,8,3,7,10,1,3,7,12,8,1,11,0,8,1683
"T",3,11,4,8,1,6,14,0,6,8,11,8,0,8,0,8,9128
"O",4,7,5,5,4,8,8,7,4,7,7,6,4,9,3,7,10618
"Y",5,6,5,4,2,3,11,3,7,12,12,6,2,11,2,5,7484
"P",3,4,5,3,2,6,11,5,2,12,5,2,1,10,3,9,8007
"T",7,9,7,7,5,6,10,1,8,11,9,5,2,9,3,4,161
"H",4,7,5,5,4,8,7,6,6,7,6,9,6,8,3,8,5553
"K",4,8,4,6,2,3,7,8,2,7,6,11,4,8,2,11,4550
"W",6,9,8,7,6,8,8,4,1,7,9,8,8,10,0,8,11267
"U",5,8,5,6,2,4,9,5,7,12,11,8,3,9,1,6,9762
"D",4,6,5,4,7,8,8,5,5,7,6,6,6,6,7,6,10835
"D",3,8,5,6,5,8,7,7,6,8,4,5,4,9,4,8,15339
"B",4,6,5,4,5,7,6,6,7,6,6,6,2,9,6,10,15033
"R",4,4,5,6,3,6,10,9,3,7,5,8,3,8,6,11,14566
"P",3,7,3,4,2,4,10,9,3,9,6,5,2,10,3,8,10223
"N",6,9,8,7,9,8,7,4,4,7,6,6,7,10,7,5,16815
"P",6,9,8,7,6,8,9,4,4,12,5,4,1,10,3,8,11166
"R",4,6,7,5,7,9,6,4,4,8,5,7,6,9,6,7,5788
"Q",4,6,5,8,5,7,9,5,2,6,9,11,3,9,6,7,7653
"J",1,6,2,4,1,12,3,8,3,13,6,12,1,6,0,8,10921
"T",5,7,7,6,NA,7,8,4,8,7,7,8,3,9,8,6,6830
"N",5,11,5,9,6,7,7,13,1,6,6,8,5,9,0,7,1169
"Z",4,6,6,8,4,12,4,3,5,11,2,8,2,7,5,12,15350
"S",5,9,8,7,9,7,4,3,3,7,5,7,4,8,11,6,3043
"Z",5,8,7,6,4,5,10,3,10,11,9,6,1,9,6,5,431
"C",5,9,4,5,3,7,6,4,4,9,9,11,4,10,9,10,14808
"I",7,14,6,8,4,8,9,3,7,14,4,5,2,8,5,9,4890
"Z",2,7,4,5,3,8,7,2,6,7,6,7,0,9,8,8,4969
"A",3,5,5,3,2,8,2,2,2,8,2,8,2,6,3,7,3479
"K",7,10,10,8,6,4,9,2,7,10,9,10,5,6,4,5,1745
"P",5,8,7,6,5,9,8,2,6,13,5,5,2,9,3,9,2275
"P",5,9,6,6,3,5,12,9,2,10,6,4,1,10,4,8,10891
"A",4,5,6,8,2,8,4,3,2,7,1,8,3,7,2,8,13182
"Z",6,7,5,10,4,8,5,5,5,11,6,7,3,9,9,8,18722
"I",1,9,0,6,1,7,7,5,3,7,6,8,0,8,0,8,17316
"H",1,0,2,0,0,7,8,11,1,7,6,8,2,8,0,8,5520
"D",1,1,2,1,1,6,7,8,6,6,6,6,2,8,3,8,2454
"P",3,4,5,NA,2,7,10,3,4,12,4,2,NA,10,2,8,5506
"B",4,9,4,7,6,7,9,8,6,7,5,7,2,7,7,10,8120
"G",5,11,6,8,8,8,7,5,2,6,6,10,7,8,6,12,8601
"Q",3,6,4,8,4,7,9,5,3,8,9,10,3,8,6,8,9586
"L",3,7,5,5,3,7,3,2,7,8,2,9,2,5,3,8,5217
"A",6,8,8,7,7,8,7,4,6,7,9,6,5,11,4,5,17056
"T",3,6,5,8,1,6,14,0,6,8,11,8,0,8,0,8,15932
"N",4,4,5,7,3,7,7,15,2,4,6,8,6,8,0,8,15494
"T",3,3,4,2,2,8,12,3,6,6,11,8,2,11,1,7,9050
"M",8,10,12,8,9,10,6,2,5,9,5,7,8,7,2,8,17491
"B",3,6,5,4,4,7,8,5,5,9,6,6,3,8,7,8,1815
"I",1,9,0,6,1,7,7,5,3,7,6,8,0,8,0,8,6506
"Q",4,7,5,8,5,8,6,7,5,9,6,9,3,8,5,7,4971
"E",2,1,3,3,2,7,7,5,7,7,6,9,2,8,5,10,5411
"P",2,7,3,4,1,4,12,8,2,10,6,3,1,10,3,8,18098
"T",3,8,4,5,1,8,15,1,6,6,11,9,0,8,0,8,789
"J",5,10,6,7,7,9,6,3,4,7,5,5,5,6,6,5,16385
"F",3,4,5,3,2,4,12,4,4,13,8,4,1,10,1,7,14558
"R",6,8,9,7,9,NA,7,3,4,7,5,8,7,9,7,5,6474
"X",3,7,4,5,2,7,7,4,4,7,6,8,2,8,4,8,4559
"K",6,9,9,6,6,5,7,1,7,10,8,10,3,8,4,7,480
"G",3,4,4,6,2,8,8,8,7,6,7,8,2,7,6,11,19694
"D",2,2,3,3,2,7,7,7,6,6,6,4,2,8,3,7,19996
"C",6,9,7,7,3,3,9,5,8,10,10,12,1,8,3,7,19350
"U",4,8,5,6,2,7,3,15,6,7,13,8,3,9,0,8,14430
"Z",3,5,5,4,3,7,8,2,9,12,6,8,1,8,5,7,6770
"C",3,6,5,4,1,6,8,6,10,7,7,12,1,7,4,9,11393
"C",3,7,4,5,2,5,8,6,7,11,8,13,1,9,3,8,17299
"B",3,8,5,6,5,8,8,5,4,7,5,5,3,8,6,5,18334
"E",1,0,1,1,1,5,7,5,7,7,6,12,0,8,6,9,10655
"R",4,5,7,4,6,5,9,4,3,6,4,9,8,5,7,9,7972
"J",2,7,4,5,3,10,6,2,5,8,4,5,3,8,6,7,18269
"T",3,5,4,4,2,5,13,4,6,12,9,3,1,11,2,4,8701
"I",0,3,0,4,0,7,7,4,4,7,6,8,0,8,0,8,7216
"K",2,3,2,2,2,5,7,4,7,6,6,10,3,8,4,10,701
"U",2,4,3,3,2,5,8,5,6,10,9,9,3,9,2,6,2318
"L",4,9,6,7,7,7,7,3,5,6,7,11,6,11,6,5,15402
"V",6,11,5,8,3,4,11,2,4,9,11,7,3,9,1,8,6123
"N",5,4,5,7,3,7,7,15,2,4,6,8,6,8,0,8,3141
"O",2,5,3,4,2,7,7,8,5,7,6,8,2,NA,3,8,2755
"W",4,5,5,3,3,4,10,2,2,10,9,8,6,11,1,7,8072
"G",4,7,5,5,3,5,7,5,5,9,8,10,2,8,4,9,19236
"F",3,8,5,6,3,6,11,4,6,11,9,4,2,10,3,5,19964
"Z",5,8,7,6,5,8,7,2,9,12,6,7,1,7,6,7,2840
"N",5,8,7,7,7,8,8,5,5,8,5,6,6,10,7,2,5760
"F",3,3,3,4,1,1,12,5,4,11,10,7,0,8,3,7,14755
"F",2,8,3,6,2,2,11,4,5,11,10,8,0,8,2,7,6165
"N",2,3,4,2,1,7,8,3,4,10,6,6,5,8,0,7,7634
"S",3,5,3,4,2,8,7,7,5,8,6,7,2,9,9,8,3358
"B",5,10,8,8,6,9,7,3,7,10,4,6,2,8,6,11,19651
"M",5,8,8,6,5,5,7,3,4,10,9,10,8,6,3,8,11772
"D",4,8,5,6,8,9,7,5,5,7,6,6,4,7,7,6,1662
"B",5,6,7,6,8,8,7,5,4,7,6,8,7,9,8,4,11710
"A",2,9,4,6,2,7,4,3,2,6,1,8,2,7,2,8,9594
"A",7,10,9,8,9,8,6,7,4,7,6,9,6,8,8,3,11709
"Q",3,6,4,7,4,9,5,6,3,9,5,11,3,9,5,9,15386
"W",4,7,6,5,5,7,11,1,2,7,8,8,6,12,1,8,11980
"H",5,9,7,7,9,8,9,5,3,7,6,6,9,8,9,7,15102
"S",5,11,6,8,3,8,8,6,10,5,6,6,0,8,9,7,13166
"Q",3,6,5,6,4,8,8,6,4,5,8,9,3,8,5,9,12121
"I",1,2,1,3,1,7,7,1,7,7,6,8,0,8,2,8,18948
